Name,Total population,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Median age,Median household income($),Male population,Female population,Total educational attainment,High school graduate,Bachelors degree,Masters degree,zip code tabulation area
ZCTA5 93407,309,214,0,0,33,0,10,52,18.8,-666666666,130,179,0,0,0,0,93407
ZCTA5 93408,11,10,1,0,0,0,0,0,21.3,-666666666,10,1,0,0,0,0,93408
ZCTA5 93409,2591,608,836,37,103,9,238,760,43.2,-666666666,2579,12,2441,302,91,9,93409
ZCTA5 93410,6523,4198,78,0,1170,2,65,1010,19.2,-666666666,3551,2972,39,0,13,10,93410
ZCTA5 93420,32126,25047,441,157,1033,37,758,4653,45.8,104314,14982,17144,22776,3571,2307,2039,93420
ZCTA5 93422,33781,27641,226,253,1178,21,1203,3259,41.8,91257,16991,16790,24040,4728,2789,1727,93422
ZCTA5 93424,1174,1047,0,0,0,0,58,69,57.5,89063,547,627,920,147,29,64,93424
ZCTA5 93426,1566,1267,5,7,10,0,208,69,40.4,92250,743,823,1065,346,69,47,93426
ZCTA5 93427,5980,5209,13,29,91,13,406,219,39.6,108603,2936,3044,4408,506,523,496,93427
ZCTA5 93428,6056,4862,11,23,22,0,170,968,60.1,95429,2949,3107,4961,654,556,561,93428
ZCTA5 93429,64,40,0,0,0,0,24,0,82.2,-666666666,15,49,64,0,0,0,93429
ZCTA5 93430,2941,2579,0,4,48,0,86,224,59.5,82799,1572,1369,2518,347,372,275,93430
ZCTA5 93432,1434,1332,0,0,11,0,36,55,44.4,106838,723,711,1040,191,24,150,93432
ZCTA5 93433,12755,9443,174,84,362,50,618,2024,40.3,80438,6557,6198,9280,2027,730,585,93433
ZCTA5 93434,8272,3093,21,88,198,75,2294,2503,28.4,66026,4021,4251,4464,853,278,101,93434
ZCTA5 93436,55591,29509,2000,1237,2037,129,9063,11616,35.9,71922,29308,26283,35981,7584,3525,1641,93436
ZCTA5 93437,3681,2339,558,25,143,24,117,475,24.4,69031,1915,1766,1745,293,408,198,93437
ZCTA5 93440,846,608,66,0,27,27,2,116,68.2,46930,329,517,724,142,133,79,93440
ZCTA5 93441,1085,937,0,0,6,0,25,117,58.5,135625,606,479,894,99,56,135,93441
ZCTA5 93442,11399,8974,24,62,578,0,910,851,52.4,88309,5535,5864,8942,1110,923,1109,93442
ZCTA5 93444,22079,14805,259,434,546,64,1890,4081,42.7,102566,11178,10901,15304,2771,1470,1536,93444
ZCTA5 93445,6912,4532,123,47,87,0,1201,922,44.5,73293,3571,3341,5011,744,739,180,93445
ZCTA5 93446,45720,34053,303,610,1493,17,4127,5117,41.0,89889,22822,22898,31951,6446,3881,2164,93446
ZCTA5 93449,8050,6654,74,12,293,147,278,592,54.1,109196,4103,3947,6780,836,586,867,93449
ZCTA5 93450,830,404,0,0,0,0,403,23,30.3,66083,460,370,460,184,0,8,93450
ZCTA5 93451,4751,3236,53,413,47,0,627,375,37.1,77500,2713,2038,3068,716,280,126,93451
ZCTA5 93452,307,307,0,0,0,0,0,0,48.0,58125,153,154,218,84,8,8,93452
ZCTA5 93453,2096,1850,0,0,0,0,43,203,62.5,76250,931,1165,1850,397,273,126,93453
ZCTA5 93454,41110,21737,563,715,1601,0,5676,10818,32.1,80438,20674,20436,24326,4829,2523,898,93454
ZCTA5 93455,44186,28626,901,495,2094,42,3137,8891,38.7,105838,22342,21844,29701,5653,3595,2407,93455
ZCTA5 93458,59789,28422,457,1426,2644,0,8158,18682,26.4,75519,29927,29862,31133,5398,1633,556,93458
ZCTA5 93460,6280,5135,54,405,59,0,171,456,44.9,144196,3074,3206,4575,831,422,316,93460
ZCTA5 93461,1369,863,6,8,0,9,128,355,37.1,72120,716,653,966,317,26,5,93461
ZCTA5 93463,8059,6278,201,0,196,0,484,900,53.6,122321,3736,4323,6273,1002,657,730,93463
ZCTA5 93465,9829,8145,0,22,123,0,171,1368,47.1,128684,4536,5293,7306,714,987,816,93465
ZCTA5 93501,5404,2337,709,193,108,19,1025,1013,39.5,47351,2622,2782,3637,1103,216,70,93501
ZCTA5 93505,14952,6493,3566,354,257,14,2196,2072,34.4,55282,8616,6336,9990,2701,859,228,93505
ZCTA5 93510,7397,5379,136,22,212,0,1018,630,46.3,123438,3907,3490,5281,1402,376,252,93510
ZCTA5 93512,313,238,0,68,0,0,0,7,50.3,62813,158,155,297,55,25,0,93512
ZCTA5 93513,1649,1131,0,284,12,2,110,110,48.2,61761,937,712,1244,290,112,86,93513
ZCTA5 93514,14692,10041,120,1327,284,63,938,1919,43.2,71470,7374,7318,10639,2271,994,976,93514
ZCTA5 93516,2583,1539,158,122,153,3,204,404,35.1,71786,1450,1133,1781,444,77,4,93516
ZCTA5 93517,587,338,23,36,0,0,5,185,55.7,95991,372,215,426,61,53,24,93517
ZCTA5 93518,894,780,25,0,4,0,15,70,62.1,56429,441,453,754,199,139,32,93518
ZCTA5 93519,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,93519
ZCTA5 93522,86,48,0,0,0,0,0,38,64.2,-666666666,66,20,86,0,0,0,93522
ZCTA5 93523,3867,2323,428,14,131,8,220,743,25.5,64018,2174,1693,2027,254,205,296,93523
ZCTA5 93524,93,36,21,1,4,0,4,27,22.2,-666666666,81,12,3,0,2,0,93524
ZCTA5 93526,855,566,58,98,2,4,6,121,41.0,56250,461,394,586,228,41,27,93526
ZCTA5 93527,1734,1499,0,0,13,0,26,196,57.2,82759,637,1097,1315,292,143,94,93527
ZCTA5 93528,94,28,0,0,66,0,0,0,35.5,2499,60,34,94,28,0,0,93528
ZCTA5 93529,302,280,0,0,22,0,0,0,64.2,108239,182,120,285,59,14,21,93529
ZCTA5 93530,28,28,0,0,0,0,0,0,80.1,-666666666,28,0,28,0,0,0,93530
ZCTA5 93531,425,396,0,0,29,0,0,0,57.5,105481,238,187,340,16,25,75,93531
ZCTA5 93532,2768,2038,71,67,75,33,113,371,39.5,98788,1436,1332,2040,574,181,96,93532
ZCTA5 93534,42515,16675,10834,375,1367,109,6199,6956,34.4,55945,20750,21765,27435,7364,2291,1752,93534
ZCTA5 93535,80905,31173,17479,896,2056,13,13776,15512,31.3,61183,39594,41311,47979,14899,4236,1741,93535
ZCTA5 93536,72131,38929,9490,834,3952,115,7557,11254,37.0,97418,38004,34127,48729,11512,4587,4062,93536
ZCTA5 93541,817,749,0,0,0,0,68,0,38.0,114543,503,314,519,51,33,95,93541
ZCTA5 93543,12745,5318,139,78,173,0,4460,2577,37.0,69727,6417,6328,8013,2355,581,59,93543
ZCTA5 93544,1427,981,0,0,0,0,173,273,48.4,80560,787,640,1144,365,171,102,93544
ZCTA5 93545,1342,944,3,145,7,0,74,169,45.6,40385,787,555,932,364,67,31,93545
ZCTA5 93546,8689,7102,17,0,474,0,495,601,38.7,86216,4647,4042,6283,1072,793,307,93546
ZCTA5 93549,254,238,0,8,8,0,0,0,60.3,69464,144,110,254,73,19,13,93549
ZCTA5 93550,81501,24716,11693,1696,2036,243,31238,9879,30.8,61394,39625,41876,48148,14037,3395,1058,93550
ZCTA5 93551,54478,26650,4646,370,5291,128,9182,8211,38.0,107133,27079,27399,35855,7120,3333,3207,93551
ZCTA5 93552,43371,14737,4872,622,1109,37,14150,7844,32.8,85890,22314,21057,26338,8327,1732,631,93552
ZCTA5 93553,1136,932,10,0,0,0,92,102,58.9,71587,557,579,962,201,90,25,93553
ZCTA5 93554,65,65,0,0,0,0,0,0,73.3,-666666666,33,32,65,58,0,0,93554
ZCTA5 93555,33490,24397,1446,251,1142,98,2909,3247,36.2,81824,16046,17444,22037,3795,3125,2127,93555
ZCTA5 93558,17,17,0,0,0,0,0,0,-666666666.0,-666666666,9,8,17,8,0,0,93558
ZCTA5 93560,21300,11306,2347,131,263,7,4599,2647,31.2,76663,11170,10130,13011,3670,1182,783,93560
ZCTA5 93561,31060,24826,319,562,629,13,2330,2381,41.8,82093,15962,15098,21938,4538,2380,1475,93561
ZCTA5 93562,1867,1556,79,35,24,0,27,146,37.9,60040,1057,810,1160,312,136,40,93562
ZCTA5 93563,222,132,53,0,0,0,12,25,31.5,-666666666,148,74,137,20,0,0,93563
ZCTA5 93581,3611,1715,683,17,67,9,409,711,40.9,-666666666,3611,0,3401,467,121,8,93581
ZCTA5 93591,7340,3119,221,49,165,0,1434,2352,30.4,57826,3626,3714,4289,1423,281,84,93591
ZCTA5 93601,1206,1000,0,21,0,0,11,174,59.1,80625,692,514,1006,241,57,63,93601
ZCTA5 93602,3038,2494,20,270,12,0,57,185,48.6,67617,1622,1416,2342,610,237,140,93602
ZCTA5 93603,249,249,0,0,0,0,0,0,65.1,60154,117,132,242,7,79,0,93603
ZCTA5 93604,366,338,0,19,0,0,0,9,64.3,108750,230,136,298,27,38,53,93604
ZCTA5 93605,97,86,0,11,0,0,0,0,47.7,-666666666,58,39,58,6,9,0,93605
ZCTA5 93606,1129,572,0,13,117,0,170,257,23.9,41429,519,610,524,171,17,64,93606
ZCTA5 93608,1018,472,0,0,0,0,398,148,36.5,42222,495,523,590,100,0,5,93608
ZCTA5 93609,4889,2436,214,8,201,0,1410,620,31.8,64000,2587,2302,2914,786,148,74,93609
ZCTA5 93610,23795,12115,1163,339,1199,21,6815,2143,34.6,69383,11664,12131,16049,3471,1056,425,93610
ZCTA5 93611,46620,28287,1738,580,5106,105,4344,6460,38.2,113672,22106,24514,30688,4965,3179,2671,93611
ZCTA5 93612,37138,21025,1219,851,2704,76,4649,6614,33.4,60721,18110,19028,24130,5311,2577,1359,93612
ZCTA5 93614,11760,9321,97,100,104,0,665,1473,43.1,90838,5469,6291,8519,1428,995,749,93614
ZCTA5 93615,5767,1750,213,15,83,0,3150,556,27.7,57191,3113,2654,3176,444,269,31,93615
ZCTA5 93616,2163,800,0,0,69,0,898,396,32.1,50625,1099,1064,1252,379,53,35,93616
ZCTA5 93618,32334,15758,98,276,235,2,10372,5593,28.3,56950,16312,16022,17689,4150,1706,547,93618
ZCTA5 93619,50848,32951,966,395,7557,1,2885,6093,35.0,131268,25782,25066,31563,4090,3267,3511,93619
ZCTA5 93620,9363,4458,153,268,86,0,3024,1374,37.3,51135,4226,5137,6115,1735,475,109,93620
ZCTA5 93621,173,166,0,0,7,0,0,0,53.3,-666666666,83,90,173,54,0,0,93621
ZCTA5 93622,9419,3525,2,51,2,0,4986,853,32.7,36788,4784,4635,5271,1220,205,40,93622
ZCTA5 93623,4,0,0,1,1,0,2,0,54.5,-666666666,2,2,4,2,0,1,93623
ZCTA5 93624,892,113,41,53,10,0,626,49,28.9,43421,520,372,507,79,5,0,93624
ZCTA5 93625,8396,4841,35,38,1145,1,1134,1202,34.4,58125,3934,4462,5038,843,494,315,93625
ZCTA5 93626,2583,1869,116,15,224,0,33,326,38.7,116719,1380,1203,1766,369,130,267,93626
ZCTA5 93627,196,6,0,0,0,0,190,0,17.6,81167,46,150,86,0,0,0,93627
ZCTA5 93628,310,269,0,0,41,0,0,0,28.0,26838,266,44,310,30,44,42,93628
ZCTA5 93630,20272,7676,112,336,1198,25,6490,4435,28.8,54972,10109,10163,11417,2393,677,219,93630
ZCTA5 93631,16588,11450,81,78,1032,0,1568,2379,37.3,74718,7904,8684,10530,2815,849,615,93631
ZCTA5 93633,26,26,0,0,0,0,0,0,-666666666.0,-666666666,26,0,26,0,0,26,93633
ZCTA5 93634,29,10,12,0,0,3,4,0,29.5,-666666666,21,8,23,10,0,0,93634
ZCTA5 93635,47683,22534,1074,1189,1096,144,16521,5125,29.4,75522,24292,23391,26984,7831,1436,694,93635
ZCTA5 93636,13447,8624,267,299,444,21,1543,2249,41.1,119375,6687,6760,8934,1398,766,789,93636
ZCTA5 93637,41324,17654,1487,534,1003,3,13057,7586,32.4,71057,19658,21666,24448,4707,2122,723,93637
ZCTA5 93638,51724,16853,1008,451,742,48,23984,8638,28.9,58200,26218,25506,29436,5998,1554,525,93638
ZCTA5 93640,14162,5083,225,70,53,0,6804,1927,27.1,40692,7909,6253,7537,1574,184,59,93640
ZCTA5 93641,216,156,22,0,1,0,10,27,51.9,-666666666,145,71,189,59,16,0,93641
ZCTA5 93643,3115,2377,3,213,45,19,9,449,60.6,65309,1620,1495,2427,337,404,104,93643
ZCTA5 93644,7169,6183,56,11,106,18,313,482,47.4,73431,3275,3894,5519,994,288,409,93644
ZCTA5 93645,897,726,0,0,0,0,16,155,43.7,74538,534,363,505,96,88,6,93645
ZCTA5 93646,10157,4827,140,2,7,0,3299,1882,25.4,34522,5291,4866,5113,789,298,95,93646
ZCTA5 93647,11828,3490,132,268,616,0,6182,1140,29.4,49828,5878,5950,6526,1158,525,53,93647
ZCTA5 93648,15370,7603,41,38,87,0,5000,2601,28.9,50472,7763,7607,8631,2201,357,75,93648
ZCTA5 93650,2844,1021,133,60,135,0,843,652,37.5,42606,1394,1450,1757,464,156,0,93650
ZCTA5 93651,1580,1213,34,0,14,0,39,280,31.4,94722,827,753,1020,164,96,34,93651
ZCTA5 93652,378,207,0,0,8,0,159,4,38.0,43438,201,177,276,86,10,0,93652
ZCTA5 93653,1378,1163,0,49,31,4,30,101,48.5,114559,596,782,1042,241,74,3,93653
ZCTA5 93654,30476,15508,452,175,564,24,8578,5175,32.2,63498,15077,15399,18445,3338,2064,817,93654
ZCTA5 93656,6249,2300,6,18,197,0,3006,722,32.5,66808,3030,3219,4037,1119,256,156,93656
ZCTA5 93657,36053,18715,149,747,1808,232,9868,4534,34.0,71706,18251,17802,22718,5089,2108,709,93657
ZCTA5 93660,3921,1337,118,30,0,0,1888,548,26.3,53085,1882,2039,2018,461,127,0,93660
ZCTA5 93662,30191,16979,405,327,1170,26,7103,4181,31.7,54655,15721,14470,18639,4562,1573,586,93662
ZCTA5 93664,288,243,0,0,2,0,1,42,66.6,132344,160,128,276,22,41,55,93664
ZCTA5 93665,386,203,118,0,0,0,65,0,35.7,-666666666,103,283,269,124,0,0,93665
ZCTA5 93666,704,212,0,12,0,0,374,106,26.9,36111,339,365,364,49,0,0,93666
ZCTA5 93667,1909,1382,0,90,22,0,57,358,54.0,64199,950,959,1518,389,105,38,93667
ZCTA5 93668,1025,331,0,1,0,0,560,133,41.3,54963,543,482,682,251,50,0,93668
ZCTA5 93669,324,307,0,5,0,0,0,12,57.6,46250,96,228,270,104,12,0,93669
ZCTA5 93670,108,0,0,0,0,0,108,0,52.4,-666666666,74,34,108,0,0,0,93670
ZCTA5 93673,378,224,0,0,0,0,112,42,39.5,54583,212,166,232,63,7,0,93673
ZCTA5 93675,4891,3705,54,10,323,0,576,223,37.2,67262,2657,2234,2933,480,359,126,93675
ZCTA5 93701,10602,3649,729,333,645,0,3393,1853,31.5,30211,5488,5114,6632,1158,329,32,93701
ZCTA5 93702,45248,17102,1577,763,4968,0,10828,10010,29.4,38965,22587,22661,25645,4859,1718,217,93702
ZCTA5 93703,32603,10826,2690,338,4180,23,8131,6415,30.0,40678,16443,16160,18987,4439,1569,302,93703
ZCTA5 93704,29502,16963,1533,273,1150,24,4161,5398,37.3,68349,13814,15688,19801,2802,2054,1862,93704
ZCTA5 93705,38777,17246,3231,561,2486,27,4763,10463,32.1,51012,18972,19805,23290,5201,1581,584,93705
ZCTA5 93706,41523,16630,4791,804,3303,100,7947,7948,30.2,38269,21632,19891,24118,5407,1236,532,93706
ZCTA5 93710,32730,17987,2066,333,2914,6,4870,4554,30.7,55015,15019,17711,19966,3872,2110,1018,93710
ZCTA5 93711,39963,24705,2069,765,3711,148,3213,5352,39.4,92138,19397,20566,28562,3478,2751,3010,93711
ZCTA5 93720,48597,29205,1367,219,7932,41,3287,6546,38.1,104428,23967,24630,33636,4383,3700,3506,93720
ZCTA5 93721,8004,3533,938,94,303,62,1630,1444,35.4,26019,5135,2869,6007,1238,288,123,93721
ZCTA5 93722,86387,34055,7535,987,13271,107,12043,18389,32.1,75491,44214,42173,53595,10653,5860,2473,93722
ZCTA5 93723,13174,5196,620,171,2781,14,2090,2302,31.9,112306,6550,6624,7994,1570,850,514,93723
ZCTA5 93725,26568,10025,1292,402,4368,25,6414,4042,30.2,63571,13605,12963,15328,3683,1151,353,93725
ZCTA5 93726,44790,20392,2484,763,4236,211,8447,8257,30.1,52921,23039,21751,27070,5899,3121,990,93726
ZCTA5 93727,82176,28721,4221,1161,23072,377,10171,14453,31.5,78036,40514,41662,49626,11445,4936,2932,93727
ZCTA5 93728,17892,9011,439,32,827,10,2752,4821,33.5,48197,9246,8646,11336,2467,944,417,93728
ZCTA5 93730,12461,8069,236,21,1992,20,530,1593,43.7,139754,6234,6227,8584,720,759,922,93730
ZCTA5 93737,6624,3104,163,31,1698,0,556,1072,35.7,103993,3380,3244,4391,801,452,247,93737
ZCTA5 93740,1174,502,59,18,156,0,229,210,19.9,-666666666,469,705,43,0,26,0,93740
ZCTA5 93741,77,19,1,0,0,0,57,0,31.6,-666666666,3,74,74,0,0,0,93741
ZCTA5 93901,29498,12395,465,468,1648,31,10922,3569,36.5,84669,14726,14772,19584,3363,1966,1323,93901
ZCTA5 93905,63121,9948,416,762,1830,10,45034,5121,28.6,68795,33038,30083,34537,6453,1752,330,93905
ZCTA5 93906,66883,17650,860,440,4996,35,35534,7368,32.9,93626,34037,32846,40842,8454,2898,1175,93906
ZCTA5 93907,25124,11402,420,170,1865,204,7570,3493,39.5,100295,12331,12793,16504,3480,1786,926,93907
ZCTA5 93908,12983,8423,22,0,966,0,1941,1631,43.8,159688,6257,6726,8788,897,711,1044,93908
ZCTA5 93920,1790,1061,0,13,0,0,447,269,37.6,70573,1000,790,1124,156,129,90,93920
ZCTA5 93921,2469,2244,5,0,16,0,3,201,65.5,118472,1155,1314,2195,164,144,593,93921
ZCTA5 93923,12630,10300,74,0,772,95,192,1197,59.0,120972,5917,6713,10282,581,766,1986,93923
ZCTA5 93924,6563,5355,107,30,27,49,319,676,56.5,158261,3173,3390,5194,469,526,569,93924
ZCTA5 93925,1352,181,0,0,4,0,1122,45,28.9,59000,733,619,733,141,42,16,93925
ZCTA5 93926,8941,1355,45,92,116,35,5950,1348,30.0,76301,4249,4692,5309,1126,302,184,93926
ZCTA5 93927,19983,3767,204,13,188,0,14264,1547,27.7,72873,9744,10239,10764,2043,530,83,93927
ZCTA5 93928,1040,869,18,0,66,0,0,87,24.2,-666666666,851,189,415,114,20,28,93928
ZCTA5 93930,16807,5001,22,189,446,0,9218,1931,30.5,75337,8444,8363,9713,2331,720,259,93930
ZCTA5 93932,370,338,0,0,16,0,9,7,62.4,93672,200,170,336,70,82,0,93932
ZCTA5 93933,27197,12825,1738,128,3864,469,3371,4802,35.3,89507,13651,13546,17435,2694,1795,2249,93933
ZCTA5 93940,31513,21883,876,309,2467,96,2963,2919,42.0,103946,15028,16485,24621,2755,2393,4649,93940
ZCTA5 93943,12,12,0,0,0,0,0,0,-666666666.0,-666666666,6,6,12,0,0,6,93943
ZCTA5 93944,2605,2144,167,16,149,0,14,115,22.3,-666666666,2114,491,586,15,52,16,93944
ZCTA5 93950,15098,11759,124,64,1285,4,560,1302,49.2,102553,6713,8385,11823,1120,1143,1972,93950
ZCTA5 93953,3416,2897,7,3,303,1,32,173,61.8,145250,1648,1768,2711,275,154,549,93953
ZCTA5 93954,501,87,0,0,0,0,414,0,27.0,63000,231,270,257,82,9,0,93954
ZCTA5 93955,32610,14720,1962,81,3409,862,7343,4233,34.1,80106,16224,16386,21149,3866,2509,1352,93955
ZCTA5 93960,26037,5518,1939,203,715,66,15664,1932,35.3,79063,16707,9330,16810,3109,1232,254,93960
ZCTA5 93962,198,144,0,32,0,0,0,22,70.1,-666666666,60,138,198,35,23,29,93962
ZCTA5 94002,27893,14740,587,82,8150,348,1499,2487,40.9,184929,14357,13536,20164,1605,1440,4551,94002
ZCTA5 94005,4756,2271,1,102,1621,0,315,446,42.9,137583,2369,2387,3387,457,292,470,94005
ZCTA5 94010,43458,23949,400,29,13023,76,2317,3664,41.9,186198,22706,20752,30773,2489,1607,6034,94010
ZCTA5 94014,46331,8058,1357,317,25938,345,6086,4230,41.8,111795,23247,23084,35599,6954,2533,2066,94014
ZCTA5 94015,65125,12158,1898,686,39086,919,4272,6106,40.7,117289,32121,33004,48295,8907,3863,3045,94015
ZCTA5 94018,3423,2977,0,11,36,0,287,112,49.8,215439,1882,1541,2699,344,335,169,94018
ZCTA5 94019,15275,11164,93,6,765,31,1462,1754,47.0,149655,7246,8029,11024,1223,946,1821,94019
ZCTA5 94020,2030,1602,0,1,148,0,143,136,45.0,250001,1009,1021,1627,92,72,518,94020
ZCTA5 94021,123,123,0,0,0,0,0,0,45.0,201950,62,61,89,0,0,11,94021
ZCTA5 94022,20052,10878,20,18,7767,0,257,1112,48.5,250001,9674,10378,14568,404,396,5117,94022
ZCTA5 94024,24041,13431,234,4,8376,63,468,1465,47.4,250001,12176,11865,16557,591,425,5677,94024
ZCTA5 94025,41017,25269,1160,203,6578,666,2876,4265,38.6,207656,20001,21016,28074,1967,1166,7320,94025
ZCTA5 94027,7142,5117,103,3,1390,14,113,402,46.4,250001,3569,3573,4709,206,175,1464,94027
ZCTA5 94028,6888,5413,4,10,478,0,469,514,55.9,243516,3472,3416,5293,217,242,1467,94028
ZCTA5 94030,22825,8256,115,70,10877,354,1072,2081,45.7,146649,11115,11710,16950,2692,1365,2062,94030
ZCTA5 94037,2649,2222,0,0,41,0,6,380,59.1,184692,1384,1265,1999,114,191,584,94037
ZCTA5 94038,3165,2241,14,16,169,0,490,235,46.6,116950,1639,1526,2199,136,101,247,94038
ZCTA5 94040,35667,16938,384,157,12775,0,2185,3228,35.4,175147,18654,17013,25450,1303,921,7797,94040
ZCTA5 94041,15222,7365,398,162,3893,0,1745,1659,34.2,169479,8217,7005,10936,615,559,3207,94041
ZCTA5 94043,32670,14018,1296,206,10895,110,1487,4658,35.9,174416,16589,16081,23996,2054,926,6638,94043
ZCTA5 94044,38061,21921,848,443,8186,440,1902,4321,43.1,151680,19046,19015,28392,3986,2963,3361,94044
ZCTA5 94060,1312,619,0,0,0,0,494,199,41.9,105909,715,597,1041,181,53,77,94060
ZCTA5 94061,37539,18271,831,622,5126,290,7729,4670,37.3,139810,19134,18405,26968,4249,1578,3463,94061
ZCTA5 94062,26531,20022,445,31,2207,56,925,2845,44.6,230391,12967,13564,19320,1621,1244,4261,94062
ZCTA5 94063,34807,11828,819,1181,3580,360,10237,6802,32.7,107734,17942,16865,23644,4640,943,2155,94063
ZCTA5 94065,11588,5107,20,43,5045,136,163,1074,41.7,201125,5236,6352,8351,409,327,2506,94065
ZCTA5 94066,43369,16147,479,61,14013,1341,6553,4775,39.0,131669,21970,21399,31846,5177,2713,2945,94066
ZCTA5 94070,31312,19854,209,43,6349,160,914,3783,41.8,220323,15287,16025,22363,1677,1396,4979,94070
ZCTA5 94074,151,60,0,0,0,0,0,91,42.3,143203,114,37,103,26,0,0,94074
ZCTA5 94080,66262,19128,1284,382,28638,514,9135,7181,42.2,126916,33104,33158,49287,8779,4787,3687,94080
ZCTA5 94085,22996,5269,226,154,10692,4,4093,2558,32.9,168250,13144,9852,17152,1431,949,5367,94085
ZCTA5 94086,49217,16206,669,138,23896,0,3713,4595,33.1,171265,26059,23158,36897,2912,1889,11394,94086
ZCTA5 94087,58913,20148,696,394,30793,25,2566,4291,37.9,196611,29491,29422,41463,3074,2428,12969,94087
ZCTA5 94089,23447,7201,249,36,11275,163,2957,1566,35.9,149270,12057,11390,18169,2173,973,3890,94089
ZCTA5 94102,34077,11809,3796,613,9824,226,3993,3816,39.6,62388,19374,14703,28544,3864,1646,3454,94102
ZCTA5 94103,32400,12550,2516,761,10361,97,3005,3110,36.8,111028,19493,12907,27208,3390,1246,3797,94103
ZCTA5 94104,557,214,26,0,250,0,17,50,49.8,47386,384,173,477,65,0,21,94104
ZCTA5 94105,13722,5351,142,34,7355,123,358,359,33.8,250001,7352,6370,12089,366,453,3734,94105
ZCTA5 94107,30340,15038,842,61,9559,33,1528,3279,35.8,176788,15980,14360,25466,1707,733,6547,94107
ZCTA5 94108,12070,3725,194,83,6892,0,292,884,43.4,68768,5939,6131,10106,1394,350,1179,94108
ZCTA5 94109,56333,31082,2584,389,14641,24,3057,4556,37.4,108691,29072,27261,49217,4322,2231,9161,94109
ZCTA5 94110,69679,33116,3195,704,10659,118,12596,9291,39.0,152115,37431,32248,55910,5315,2214,10373,94110
ZCTA5 94111,4468,1834,25,0,2249,0,95,265,44.9,164107,2470,1998,3665,433,66,1093,94111
ZCTA5 94112,80880,16587,2642,286,42133,291,12521,6420,43.0,120731,40357,40523,62220,10711,4975,4346,94112
ZCTA5 94114,33858,23772,828,215,4575,60,969,3439,42.0,184671,20252,13606,28892,1391,1017,7113,94114
ZCTA5 94115,33299,17615,3920,46,6571,0,1991,3156,37.9,149927,17345,15954,27730,1991,1078,5679,94115
ZCTA5 94116,43903,14253,431,11,24043,115,1178,3872,44.9,145931,22176,21727,34652,4532,2575,4687,94116
ZCTA5 94117,39496,27497,1867,236,4789,0,1604,3503,34.5,190444,21085,18411,32817,1466,1133,6885,94117
ZCTA5 94118,40108,20724,595,94,13334,80,1217,4064,38.4,157143,18893,21215,30574,1189,1481,6163,94118
ZCTA5 94121,43304,18717,694,159,18795,7,823,4109,42.6,132519,20527,22777,33801,2552,2098,5865,94121
ZCTA5 94122,59453,22886,1302,109,26534,386,2504,5732,40.8,141760,29223,30230,47125,3908,2847,6339,94122
ZCTA5 94123,24721,18716,101,59,2562,113,540,2630,33.7,211854,11724,12997,20162,599,430,4662,94123
ZCTA5 94124,37347,4241,9703,269,13326,926,5972,2910,37.0,76341,18619,18728,26053,5408,1630,1351,94124
ZCTA5 94127,21184,10746,661,95,6043,4,789,2846,46.3,200082,10427,10757,16740,1004,973,3126,94127
ZCTA5 94128,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,94128
ZCTA5 94129,3952,2395,54,12,276,0,195,1020,34.1,236445,1829,2123,2706,131,39,829,94129
ZCTA5 94130,3136,1232,503,42,325,112,505,417,27.7,96000,1903,1233,1744,297,102,95,94130
ZCTA5 94131,28705,16211,1146,41,6382,0,1320,3605,40.8,196571,14851,13854,22394,1066,1071,5863,94131
ZCTA5 94132,27641,7709,2059,73,13023,103,2269,2405,38.9,104537,13344,14297,19400,2188,1518,2427,94132
ZCTA5 94133,25460,9075,819,202,12503,79,900,1882,45.1,77652,12760,12700,21203,2416,989,2746,94133
ZCTA5 94134,40738,6488,2414,131,24588,293,4480,2344,44.5,104247,20478,20260,31620,6210,2694,1646,94134
ZCTA5 94158,10205,2891,999,0,4530,122,769,894,33.6,180208,4805,5400,7828,503,205,2271,94158
ZCTA5 94188,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,94188
ZCTA5 94301,17259,10433,428,2,4304,48,255,1789,45.9,217611,8085,9174,12829,380,317,3772,94301
ZCTA5 94303,47989,16675,4214,1029,10110,1567,9307,5087,37.4,144259,24009,23980,32182,3711,1372,5375,94303
ZCTA5 94304,4489,2855,47,25,780,22,243,517,41.8,159637,2019,2470,3543,228,64,773,94304
ZCTA5 94305,17279,8983,835,120,4415,31,970,1925,22.1,72500,8406,8873,6304,100,92,1798,94305
ZCTA5 94306,27785,13805,532,116,10175,42,940,2175,40.5,199800,13162,14623,19465,676,801,5518,94306
ZCTA5 94401,35392,12552,708,563,8282,986,6831,5470,35.6,117678,17987,17405,25757,3635,1771,3434,94401
ZCTA5 94402,26150,14727,378,31,6819,222,1482,2491,41.5,184453,12151,13999,18733,1562,1089,4788,94402
ZCTA5 94403,43858,19595,847,402,13303,297,5160,4254,38.5,171213,22504,21354,32567,3094,2063,5905,94403
ZCTA5 94404,36397,13186,813,106,18681,61,611,2939,40.5,182699,17818,18579,26940,1780,1434,6911,94404
